Block,Month,Year,Season,TotalLegalsRetained,MeanCPUE,TotalShorts,MeanDepth,MaxDepth,MeanNightsInWater,TotalTrapsPulled
711,3,2000,1999-00,158,0.707272727,78,67.85714286,80,7.857142857,298
712,3,2000,1999-00,90,0.636666667,46,68.33333333,80,7.166666667,215
719,3,2000,1999-00,649,0.336222096,567,72.06666667,100,3.733333333,2665
720,3,2000,1999-00,230,0.224604117,477,90.16129032,180,3.258064516,874
737,3,2000,1999-00,186,0.187701902,960,35.15151515,65,3.606060606,1077
738,3,2000,1999-00,388,0.216399566,1281,43.91489362,60,3.659574468,1909
756,3,2000,1999-00,364,0.232672072,1203,33.24324324,40,3.594594595,1535
757,3,2000,1999-00,556,0.240472052,2028,32.3968254,40,3.555555556,2552
821,3,2000,1999-00,440,0.488518149,806,46.81818182,60,3.727272727,725
842,3,2000,1999-00,864,0.586971429,2608,48,85,4.16,1350
860,3,2000,1999-00,1467,0.404055074,8374,46.23636364,200,4.036363636,2147
652,10,2000,2000-01,835,0.968406729,884,31.73333333,50,3.766666667,1101
653,10,2000,2000-01,1933,0.831427097,1669,28.40298507,75,3.656716418,2314
654,10,2000,2000-01,855,0.875712954,639,24.78125,45,3.71875,1093
655,10,2000,2000-01,386,0.740897436,335,26.15384615,35,3.384615385,595
683,10,2000,2000-01,1021,1.440999528,251,46.11111111,130,3.777777778,693
684,10,2000,2000-01,1453,0.866791435,327,50.15789474,90,3.631578947,1624
685,10,2000,2000-01,702,0.723402252,191,45.94444444,80,3.555555556,1158
686,10,2000,2000-01,244,0.609710012,58,38.30769231,80,3.615384615,528
687,10,2000,2000-01,313,0.509807928,216,26.72727273,72,4.090909091,621
688,10,2000,2000-01,563,0.459111111,263,30.5,60,3.8,1100
708,10,2000,2000-01,1777,0.613369699,1908,23.4516129,30,3.838709677,3121
709,10,2000,2000-01,774,0.592832772,381,40.55172414,60,3.724137931,1341
710,10,2000,2000-01,641,0.851515353,239,27.76470588,50,3.941176471,809
711,10,2000,2000-01,958,0.798703704,173,22.66666667,35,3.666666667,1220
719,10,2000,2000-01,2571,0.895330936,1420,57.24,100,3.24,2947
737,10,2000,2000-01,1402,0.38185709,2156,36.1147541,60,3.475409836,4235
738,10,2000,2000-01,1057,0.482944751,1804,38.41509434,65,3.490566038,2983
739,10,2000,2000-01,189,0.648458518,159,42.66666667,50,3.777777778,299
756,10,2000,2000-01,3060,0.611978807,4938,32.85245902,40,3.262295082,5789
757,10,2000,2000-01,4421,0.54979775,16970,35.43269231,80,3.355769231,8405
762,10,2000,2000-01,2015,1.334156591,4516,61.92307692,90,3.423076923,1567
765,10,2000,2000-01,1440,0.835813293,1106,45.45454545,60,4.363636364,1430
801,10,2000,2000-01,1860,0.592091764,6393,44.25,90,3.6875,3573
807,10,2000,2000-01,2189,1.305962541,2701,51.17647059,80,3.235294118,2018
821,10,2000,2000-01,2214,0.577347678,6188,35.48484848,60,3.272727273,4271
829,10,2000,2000-01,594,0.709964137,975,39.44444444,70,3.888888889,753
842,10,2000,2000-01,8078,1.002241415,22690,50.7752809,160,3.775280899,7940
850,10,2000,2000-01,1580,0.885083187,3092,31.25,40,3.75,1631
860,10,2000,2000-01,25024,0.864682789,97937,54.0426009,180,3.466367713,30128
652,11,2000,2000-01,1395,0.478362523,1822,51.07017544,90,3.859649123,2784
653,11,2000,2000-01,1291,0.522492653,1814,35.88372093,90,4.61627907,2568
654,11,2000,2000-01,579,0.410050918,765,35.53488372,55,4.720930233,1505
655,11,2000,2000-01,308,0.501834021,303,35.78947368,50,5.210526316,629
656,11,2000,2000-01,183,0.66,221,45,60,4.625,355
681,11,2000,2000-01,559,0.923069161,327,35.55555556,50,4.555555556,549
683,11,2000,2000-01,872,1.877,272,48.48,72,4.56,565
684,11,2000,2000-01,1524,0.760201845,390,53.04,90,4.36,2049
685,11,2000,2000-01,732,0.744060075,241,61.18421053,100,5.210526316,1350
686,11,2000,2000-01,552,0.891354284,278,53.03030303,80,5.636363636,912
687,11,2000,2000-01,562,0.475612061,276,48.39130435,100,5,1178
688,11,2000,2000-01,506,0.284365079,334,44.72222222,85,4.222222222,1648
707,11,2000,2000-01,824,0.795778585,190,53.52941176,180,3.705882353,1276
708,11,2000,2000-01,1851,0.484636654,2256,30.19047619,100,4.404761905,4318
709,11,2000,2000-01,1047,0.556659169,776,41.29166667,70,5.8125,2124
710,11,2000,2000-01,670,0.644795574,285,34.14285714,60,5.380952381,1106
711,11,2000,2000-01,1251,0.572179487,494,28.26086957,60,5.043478261,2317
719,11,2000,2000-01,2144,0.487132967,2025,61.55660377,100,3.452830189,5508
720,11,2000,2000-01,590,0.309889473,686,54.68571429,150,3.571428571,1731
737,11,2000,2000-01,1102,0.250177958,2305,31.96825397,57,3.444444444,4304
738,11,2000,2000-01,1039,0.353777447,2011,40.24242424,80,3.378787879,3155
756,11,2000,2000-01,2291,0.3374494,6837,32.69620253,60,3.53164557,7531
757,11,2000,2000-01,2728,0.273428891,9785,34.99275362,140,3.398550725,9109
762,11,2000,2000-01,1400,0.798950705,2390,68.68421053,90,3.763157895,2222
765,11,2000,2000-01,850,0.75801233,582,46.1,60,6.6,1165
801,11,2000,2000-01,1895,0.381492698,8244,41.44444444,60,3.634920635,5546
807,11,2000,2000-01,1880,0.768762043,3038,44.515625,60,3.609375,3489
813,11,2000,2000-01,1078,0.580367048,422,77.27272727,100,5.454545455,1820
814,11,2000,2000-01,1340,0.59254901,555,108,200,5.733333333,2380
821,11,2000,2000-01,859,0.369970386,2496,37.04545455,60,3.636363636,2235
829,11,2000,2000-01,317,0.372013131,560,47.85714286,80,4.642857143,916
842,11,2000,2000-01,3752,0.634866483,12046,47.44262295,120,3.295081967,5345
850,11,2000,2000-01,673,0.399034197,1885,45.35714286,60,3.857142857,1515
860,11,2000,2000-01,17503,0.615900035,81387,51.05986696,240,3.483370288,29134
652,12,2000,2000-01,1281,0.342987921,2140,59.35897436,145,3.641025641,3893
653,12,2000,2000-01,1104,0.384997903,1649,55.11764706,120,4.279411765,2503
654,12,2000,2000-01,365,0.281313131,673,50.15151515,90,3.939393939,1225
655,12,2000,2000-01,226,0.264150856,375,57.17391304,115,4.47826087,816
680,12,2000,2000-01,919,0.540065876,572,48.69565217,150,4.47826087,1750
683,12,2000,2000-01,501,2.399116515,276,58.82352941,70,4.647058824,342
684,12,2000,2000-01,1484,0.991911085,263,95.66666667,180,4.208333333,1756
685,12,2000,2000-01,818,0.970667913,330,78.38235294,100,6.176470588,1085
686,12,2000,2000-01,417,0.870975627,228,59.80769231,90,7.461538462,697
687,12,2000,2000-01,1060,0.793830228,465,83.21428571,160,5.285714286,1413
688,12,2000,2000-01,837,0.452054649,809,66.81818182,90,4.636363636,1813
689,12,2000,2000-01,477,0.697164502,572,68.92857143,90,4.5,725
708,12,2000,2000-01,815,0.359620194,714,52.55555556,125,4.361111111,2444
709,12,2000,2000-01,657,0.725562917,394,47.5,90,6.352941176,1142
710,12,2000,2000-01,661,0.602440071,695,39.1627907,90,5.860465116,1280
711,12,2000,2000-01,1325,0.563218536,587,44.73529412,80,4.588235294,2819
719,12,2000,2000-01,1643,0.33908993,1644,69.3125,100,3.589285714,6401
720,12,2000,2000-01,996,0.49065734,1132,64.75,160,3.525,2412
737,12,2000,2000-01,1045,0.188164045,1748,28.91860465,60,3.453488372,5373
738,12,2000,2000-01,453,0.166182794,1007,39.36842105,70,3.456140351,2711
739,12,2000,2000-01,144,0.283762175,170,57.85714286,60,3.5,530
756,12,2000,2000-01,1385,0.282521237,3121,32.73333333,50,3.626666667,5361
757,12,2000,2000-01,1534,0.174867047,4627,34.16455696,90,3.506329114,8167
762,12,2000,2000-01,802,0.800286505,1866,65,90,3.9,1947
765,12,2000,2000-01,780,0.550197699,795,54.88235294,120,5.823529412,1660
767,12,2000,2000-01,50,0.307845118,149,31,35,3.6,210
801,12,2000,2000-01,865,0.308636416,3797,38.81578947,60,3.763157895,2968
813,12,2000,2000-01,1463,0.681353865,888,104.3333333,225,5.4,2120
814,12,2000,2000-01,1358,0.729539251,720,92,120,5.266666667,1935
821,12,2000,2000-01,479,0.338423026,2139,38.06666667,45,3.866666667,1365
842,12,2000,2000-01,1815,0.560747323,7108,50.125,100,3.55,3090
850,12,2000,2000-01,723,0.450685565,1318,85.90909091,140,3.818181818,1325
860,12,2000,2000-01,8717,0.435262999,45610,50.82608696,120,3.642857143,19438
652,1,2001,2000-01,921,0.310575375,2330,69.41666667,120,4.583333333,2705
653,1,2001,2000-01,977,0.53275466,2390,65.86538462,120,5.346153846,1972
654,1,2001,2000-01,636,0.431631944,2181,67.03125,110,5.0625,1345
657,1,2001,2000-01,464,0.970238095,426,87.14285714,100,5,610
680,1,2001,2000-01,1702,0.773069153,1580,61.73076923,140,4.423076923,2180
684,1,2001,2000-01,589,0.859965601,140,93.66666667,180,4.8,684
685,1,2001,2000-01,357,1.422619048,195,78.57142857,120,7.785714286,342
686,1,2001,2000-01,398,2.056413824,129,69.09090909,100,7.727272727,392
687,1,2001,2000-01,1183,0.891872986,715,80.79166667,99,6.25,1326
688,1,2001,2000-01,1698,0.881689508,1193,67.0212766,90,6.382978723,2085
689,1,2001,2000-01,1194,0.909639935,1477,73.42105263,90,6.210526316,1416
708,1,2001,2000-01,488,0.49253918,474,79.23076923,120,5.153846154,1283
709,1,2001,2000-01,457,2.011669812,202,62.69230769,100,8.230769231,301
710,1,2001,2000-01,280,0.981880342,271,52.92307692,80,8.384615385,294
711,1,2001,2000-01,1086,0.578829278,484,65.84848485,90,6.606060606,2039
712,1,2001,2000-01,697,0.691629139,1091,66.15384615,80,6.384615385,892
719,1,2001,2000-01,4626,0.773803858,3414,72.51376147,100,3.844036697,5986
720,1,2001,2000-01,1526,0.595832514,2016,73.61111111,150,3.351851852,2794
737,1,2001,2000-01,805,0.253570117,1316,31.43243243,60,3.648648649,3508
738,1,2001,2000-01,608,0.287398586,1612,40.34782609,80,3.369565217,2315
756,1,2001,2000-01,1255,0.31738049,2965,31.26984127,40,3.698412698,4143
757,1,2001,2000-01,1603,0.249136762,3759,35.14685315,75,3.713286713,7077
762,1,2001,2000-01,509,0.441958798,1879,71.66666667,160,4.166666667,1391
765,1,2001,2000-01,504,0.634951228,549,79.66666667,99,6.666666667,855
801,1,2001,2000-01,630,0.372142857,3220,43.18181818,60,4.318181818,1650
813,1,2001,2000-01,999,0.495557608,496,90.71428571,120,6.714285714,1990
814,1,2001,2000-01,1408,0.834058893,848,100,120,6.875,2095
842,1,2001,2000-01,1477,0.468521712,6029,53.28205128,85,3.794871795,2798
860,1,2001,2000-01,5707,0.413266122,28329,51.39330544,120,3.824267782,13713
652,2,2001,2000-01,494,0.259791263,1230,68.97727273,170,5,1451
653,2,2001,2000-01,347,0.417318745,795,74.62962963,115,5.740740741,722
654,2,2001,2000-01,219,0.350185185,917,79.16666667,110,6,610
680,2,2001,2000-01,1012,0.658095238,1367,34.64285714,50,4.642857143,1335
687,2,2001,2000-01,638,1.140565711,280,80.41666667,90,7.25,679
688,2,2001,2000-01,1542,0.758157267,1248,65.12195122,90,6.634146341,2064
689,2,2001,2000-01,984,0.777704631,1056,65.78947368,80,6.631578947,1319
708,2,2001,2000-01,331,0.417035286,421,84.61538462,120,5.769230769,1074
709,2,2001,2000-01,261,0.985641534,125,78.75,100,8.625,283
710,2,2001,2000-01,97,0.718035714,51,67,80,6.8,150
711,2,2001,2000-01,1030,0.746620151,421,66,80,6.84,1291
712,2,2001,2000-01,529,0.758894558,606,67.14285714,80,6.642857143,760
719,2,2001,2000-01,1518,0.41258677,1754,75.0625,100,4.270833333,4956
720,2,2001,2000-01,602,0.331568831,846,55,100,3.823529412,1823
737,2,2001,2000-01,260,0.147720594,1127,30.19512195,75,3.682926829,1814
738,2,2001,2000-01,314,0.177667985,1284,35.81481481,55,3.481481481,1621
756,2,2001,2000-01,934,0.366452129,1751,31.96296296,40,3.962962963,2756
757,2,2001,2000-01,1089,0.269927086,2704,36,52,3.759615385,4529
801,2,2001,2000-01,263,0.291555556,1917,43,60,4.4,950
813,2,2001,2000-01,854,0.704783208,320,90,120,7.8,1210
842,2,2001,2000-01,182,0.198621934,1094,54.28571429,80,5.142857143,658
850,2,2001,2000-01,143,0.215869565,309,120,150,5,564
860,2,2001,2000-01,2219,0.369691075,13426,51.02542373,100,3.796610169,6381
652,3,2001,2000-01,273,0.426614914,362,64.57142857,120,4.357142857,617
653,3,2001,2000-01,317,0.654801536,779,74.76190476,130,5.761904762,453
654,3,2001,2000-01,529,0.719050268,1124,92,130,5.625,797
688,3,2001,2000-01,1125,1.278982793,573,60.74074074,90,6.148148148,942
689,3,2001,2000-01,914,1.632243443,428,53.82352941,65,6.294117647,718
708,3,2001,2000-01,237,0.705803798,233,72.14285714,120,5.571428571,360
709,3,2001,2000-01,575,1.883753052,221,81.5,110,8.75,352
711,3,2001,2000-01,358,0.663088997,58,65,80,5.5,453
712,3,2001,2000-01,319,0.905956044,393,58.5,80,5.9,352
719,3,2001,2000-01,918,0.48266422,622,74.60784314,100,3.68627451,2731
720,3,2001,2000-01,377,0.215950936,510,73.17073171,150,4.097560976,1522
737,3,2001,2000-01,137,0.184796732,413,33,60,3.45,748
738,3,2001,2000-01,89,0.152310162,268,41.53846154,58,3.384615385,606
756,3,2001,2000-01,600,0.460262287,1311,32.34375,40,3.8125,1298
757,3,2001,2000-01,335,0.224243499,1047,36.4893617,50,3.659574468,1465
842,3,2001,2000-01,206,0.788148148,924,44.22222222,66,4.444444444,384
860,3,2001,2000-01,864,0.315959123,5932,52.67647059,110,3.897058824,2878
652,10,2001,2001-02,1271,0.779860352,1241,26.80952381,40,3.238095238,1818
653,10,2001,2001-02,1948,0.872021792,1603,26.94805195,45,3.350649351,2351
654,10,2001,2001-02,720,0.747051948,538,26.5,50,3.35,938
680,10,2001,2001-02,1116,1.379275366,1081,25,25,3.818181818,868
684,10,2001,2001-02,2657,1.245355941,700,44.56666667,90,3.433333333,2224
685,10,2001,2001-02,810,1.207174409,196,51.77419355,80,4.161290323,814
686,10,2001,2001-02,556,0.684581693,129,49.8,80,4.76,884
687,10,2001,2001-02,245,0.867770563,34,38,80,5,377
708,10,2001,2001-02,2561,0.845216502,1740,24,35,4,3611
709,10,2001,2001-02,1320,0.837567355,579,44.28571429,160,4.142857143,1605
710,10,2001,2001-02,545,0.896047619,214,30.8,60,4.333333333,599
719,10,2001,2001-02,1733,0.469911007,1927,47.81395349,90,3.302325581,3852
720,10,2001,2001-02,603,0.265205467,1424,45.14285714,120,3.085714286,2031
737,10,2001,2001-02,1555,0.359301892,2728,34.29032258,80,3.370967742,4108
738,10,2001,2001-02,1031,0.461217964,1608,42.02702703,60,3.513513514,2174
739,10,2001,2001-02,300,0.664968916,282,40.83333333,90,3.388888889,509
756,10,2001,2001-02,2705,0.507292991,6152,31.58208955,56,3.373134328,5738
757,10,2001,2001-02,2626,0.38152397,7985,32.10377358,60,3.367924528,6958
762,10,2001,2001-02,1727,1.842154605,2360,50.09375,60,3.5,1320
801,10,2001,2001-02,1933,0.73821164,7251,41.74358974,84,3.641025641,2938
807,10,2001,2001-02,3121,1.252984635,2929,45.65789474,60,3.5,2503
821,10,2001,2001-02,1507,0.552369482,5419,31.61538462,45,3.358974359,2935
822,10,2001,2001-02,348,0.642936508,1861,42.5,95,3.25,620
842,10,2001,2001-02,5762,0.76339641,22830,56.61016949,120,3.525423729,7625
850,10,2001,2001-02,827,1.166799242,975,60,150,3.625,775
860,10,2001,2001-02,14670,0.664889271,67379,52.37640449,130,3.387640449,22174
652,11,2001,2001-02,1633,0.760690329,1723,51.73333333,145,3.733333333,2402
653,11,2001,2001-02,1668,0.604411022,2630,33.93518519,70,3.898148148,3080
654,11,2001,2001-02,1310,0.78803114,1251,43.55,125,3.925,1678
680,11,2001,2001-02,743,0.621930713,390,25.88235294,40,5.470588235,1074
681,11,2001,2001-02,1667,1.116377315,1224,39.58333333,90,3.833333333,1290
683,11,2001,2001-02,502,2.198483397,120,57.25,60,4.333333333,226
684,11,2001,2001-02,3466,1.642540218,691,56.65625,180,4.03125,2439
685,11,2001,2001-02,1671,1.925953343,421,59.39393939,80,5.090909091,1101
686,11,2001,2001-02,900,1.06522773,245,56.29032258,80,4.903225806,1172
687,11,2001,2001-02,787,0.988734161,218,43.42105263,90,5.631578947,885
688,11,2001,2001-02,1010,0.614784314,455,54.25,100,4.65,1740
708,11,2001,2001-02,3111,0.791783841,1870,26.82978723,100,4.234042553,4767
709,11,2001,2001-02,2414,1.556092922,1601,46.75925926,80,5.444444444,1976
710,11,2001,2001-02,862,1.20166393,290,34.65517241,60,5.482758621,821
711,11,2001,2001-02,1493,0.874851902,306,32.63157895,50,3.684210526,1920
718,11,2001,2001-02,183,0.446583967,198,34,40,3.230769231,490
719,11,2001,2001-02,1539,0.372713469,1670,53.44827586,90,3.517241379,4020
720,11,2001,2001-02,1513,0.434044521,1296,43.8,125,3.4,3342
737,11,2001,2001-02,924,0.254448918,2149,32.7027027,55,3.378378378,4174
738,11,2001,2001-02,684,0.289923648,1825,34.61111111,60,3.259259259,2765
739,11,2001,2001-02,173,0.450622076,105,40.27777778,50,3.388888889,394
756,11,2001,2001-02,2012,0.307139302,7164,32.36842105,45,3.473684211,6420
757,11,2001,2001-02,2247,0.242553829,6720,32.6474359,50,3.576923077,8761
762,11,2001,2001-02,2122,1.254192926,4397,50.40540541,80,3.72972973,1729
801,11,2001,2001-02,1082,0.412531746,5182,41.41666667,90,3.833333333,2915
807,11,2001,2001-02,1991,1.056715815,2859,49.07894737,150,3.684210526,2664
821,11,2001,2001-02,1787,0.341313268,8934,38.65454545,90,3.745454545,4740
842,11,2001,2001-02,3701,0.473938146,18537,52.66981132,150,3.981132075,7408
850,11,2001,2001-02,1123,0.729792129,2295,89.28571429,200,4.142857143,1637
860,11,2001,2001-02,11289,0.481099795,53322,54.4516129,162,3.607038123,23858
652,12,2001,2001-02,985,0.472821263,1629,67.5,145,4.333333333,2217
653,12,2001,2001-02,662,0.271673774,2019,49.38709677,100,4.247311828,2522
654,12,2001,2001-02,535,0.390535871,1494,61.33333333,90,4.333333333,1443
655,12,2001,2001-02,198,0.342711238,565,73.07692308,180,4.076923077,603
656,12,2001,2001-02,457,0.604851614,388,118.75,175,4.416666667,706
657,12,2001,2001-02,370,0.468881119,392,70.90909091,120,4.545454545,860
680,12,2001,2001-02,167,0.391373626,60,32.85714286,40,5.714285714,439
685,12,2001,2001-02,1283,1.186652182,529,75.79069767,100,5.837209302,1323
686,12,2001,2001-02,1008,1.157342043,428,76.80555556,180,6.527777778,1125
687,12,2001,2001-02,786,1.174954079,362,71.57894737,105,5.842105263,828
688,12,2001,2001-02,2021,0.821984085,932,66.65909091,95,4.727272727,2706
689,12,2001,2001-02,1084,0.945488763,291,66.38888889,90,5.5,1047
708,12,2001,2001-02,977,0.525065196,755,45.37931034,100,5.379310345,2670
709,12,2001,2001-02,708,0.648922751,374,69.71428571,90,6.371428571,1260
710,12,2001,2001-02,426,1.010129271,200,58.15789474,90,6.421052632,499
711,12,2001,2001-02,1437,0.766927641,384,55.43478261,80,5.52173913,1814
712,12,2001,2001-02,418,0.92017316,162,67.90909091,80,5.636363636,435
719,12,2001,2001-02,1376,0.333061964,1292,60.84,100,3.653333333,4663
720,12,2001,2001-02,1451,0.395436847,1546,64.98795181,150,3.686746988,4195
737,12,2001,2001-02,1126,0.271931577,1119,34.69565217,57,3.623188406,3384
738,12,2001,2001-02,584,0.270454641,1220,40.94339623,70,3.490566038,2477
756,12,2001,2001-02,1665,0.248017843,3907,33.84,90,3.6,6315
757,12,2001,2001-02,1329,0.170810256,4092,33.8125,50,3.703125,7465
801,12,2001,2001-02,636,0.347902091,4353,47.71875,90,4.40625,1875
807,12,2001,2001-02,1174,0.644542176,2446,46.84210526,60,3.894736842,2658
821,12,2001,2001-02,1232,0.344432913,6662,44.88888889,90,3.703703704,3430
842,12,2001,2001-02,2458,0.454114311,12024,59.07058824,120,4.152941176,4877
860,12,2001,2001-02,8004,0.409105671,37305,56.68227425,170,3.79264214,19114
652,1,2002,2001-02,614,0.444548117,1039,67.69565217,120,5.217391304,1399
653,1,2002,2001-02,297,0.225250006,787,59.53125,90,4.203125,1397
654,1,2002,2001-02,353,0.24507328,1161,70.25,100,4.1875,1411
655,1,2002,2001-02,240,0.234356378,689,58.23809524,125,3.904761905,956
656,1,2002,2001-02,211,0.392388167,358,96.36363636,180,4.181818182,547
657,1,2002,2001-02,403,0.67259385,337,130,180,4.416666667,533
680,1,2002,2001-02,576,0.678758399,416,68.5,90,5.5,637
684,1,2002,2001-02,972,0.982197874,243,86.52173913,180,3.869565217,1064
685,1,2002,2001-02,526,1.035256197,97,94.34782609,130,6.130434783,623
686,1,2002,2001-02,290,0.788012946,157,81.66666667,100,7.055555556,428
687,1,2002,2001-02,675,0.751849177,399,80.38461538,120,6,1049
688,1,2002,2001-02,2629,0.825650566,1194,67.87301587,95,6.031746032,3448
689,1,2002,2001-02,1857,1.087101724,487,68.5483871,180,6.516129032,1708
708,1,2002,2001-02,847,0.364608119,839,55.6969697,140,4.454545455,2781
709,1,2002,2001-02,465,0.757570529,236,70,100,7.55,708
710,1,2002,2001-02,278,1.266821274,136,67.35714286,90,7.142857143,254
711,1,2002,2001-02,1679,0.777127487,574,65.43478261,90,5.391304348,2333
712,1,2002,2001-02,736,0.931133376,149,63.23529412,80,5.705882353,785
719,1,2002,2001-02,1136,0.399635712,1610,63,111,3.730337079,3959
720,1,2002,2001-02,1385,0.356747444,1434,79.67532468,170,3.493506494,4055
